Name,Country,Email
SICILIAEXPORT.COM,Italy,info@siciliaexport.com
WIJNEN FEYS-VAN ACKER,Belgium,info@wijnenfeys.be
BODEGAS PIEDEMONTE S. COOP.,Spain,visitabodega@piedemonte.com
TORRE ZAMBRA S.R.L.,Italy,resort@torrezambra.it
JOSEPH JANOUEIX,France,info@j-janoueix-bordeaux.com
WEINGUT CARL DINKEL,Germany,info@weingut-dinkel.de
WEINGUT OLLINGER-GELZ,Germany,weingut@ollinger-gelz.de
WIICHÄLLER RÜESCH & GROB,Switzerland,info@wiichaeller.ch
WEININTERNATIONAL.DE DIPL.-VOLKSWIRT FRANK STELLER,Germany,info@weininternational.de
SIEGENTHALER FRÈRES,Switzerland,info@lemillesime.ch
WEIN UND WOHNEN,Austria,weinbau@rethaller.at
MAROTTI CAMPI GIOVANNI E FRANCESCA AZIENDA AGRICOLA,Italy,wine@marotticampi.net
WEINGUT HERBERT MESSMER,Germany,messmer@weingut-messmer.de
CUVELIER & FAUVARQUE,France,internet@cuvelier-fauvarque.fr
CESCON ITALO STORIA E VINI,Italy,cesconitalo@cesconitalo.it
BODEGAS MURILLO VITERI,Spain,info@bodegasmurilloviteri.com
GOYENS,Belgium,info@baetenvinopolis.be
DOURTHE BORDEAUX,France,contact@dourthe.com
KRAMER UND GROTH OHG,Germany,info@kramerundgroth.de
ARBO,France,contact@vignobles-arbo.com
SERGIO VENTURA UNIPESSOAL LDA,Portugal,servevac@servevac.pt
DIPL. ING. JOHANN NEHRER,Austria,weingut@nehrer.at
SALVANO S.R.L.,Italy,info@salvano.com
SAALE-UNSTRUT-WEIN GMBH,Germany,kontakt@saale-unstrut-wein.com
KARL AMANN GES.MBH & CO KG,Austria,info@vulini.at
CHAMPAGNE BERNARD BREMONT,France,info@champagne-bremont.com
MARKGRAFEN GETRÄNKE-VERTRIEB GMBH,Germany,info@markgrafen.com
Studio Tecnico Associato Ivaldi Carrer,Italy,lorenzo.ivaldi@studioivaldi.it
CHATEAU ANDRE ZILTENER SA,Switzerland,info@chateau-ziltener.com
LEOPOLD SCHACHINGER,Austria,office@weingut-schachinger.at
MARCO DE BARTOLI & C. S.R.L.,Italy,info@marcodebartoli.com
CANTINA SOCIALE DI DOLIANOVA,Italy,info@cantinedidolianova.it
EARL DU DOMAINE DU BOUCHOT,France,contact@domaine-du-bouchot.com
FIRST GOOD WINE,Slovenia,hello@firstgoodwine.com
GRUPA AQUILANUSS IMPORT & DYSTRYBUCJA SP. Z O.O.,Poland,info@aquilanusswina.com
BODEGA GUARDIWINES,Spain,info@guardiwines.com
"FRIESACHER HANS, ERZEUGER ALKOHOLFREIER GETRÄNKE",Austria,info@getraenke-friesacher.at
HERMANN SCHMALZRIED,Germany,info@weingutschmalzried.de
CHAMP SVP,France,contact@lordascalon.com
WINZERGENOSSENSCHAFT GLOTTERTAL EG,Germany,info@roter-bur.de
RUDOLF RABL GESELLSCHAFT MIT BESCHRÄNKTER HAFTUNG,Austria,office@weingut-rabl.at
GARAMVARI SZOLOBIRTOK RT,Hungary,vinarium@garamvari.hu
SICILY ACTIVITIES,Italy,info@sicilyactivities.com
REINHOLD UND HELGA PIX,Germany,info@weingut-pix.de
"SOMMOVIGO, PROSECCO UND WEINE",Switzerland,info@sommovigo-prosecco.ch
AURIAN SAS,France,contact@aurian.fr
ALIMENTOS DEL SUR,Spain,info@alimentosdelsur.com
FREY SOHLER SARL,France,contact@frey-sohler.fr
BAROLO WIJNIMPORT,Netherlands,nicolaas@barolo.co.nl
CANTINA VALLEBELBO,Italy,info@vallebelbo.it
GUT FORSTMANNSHOF - HOFLADEN BÖCKER,Germany,info@boecker-forstmannshof.de
CAISSERIE MARIE LOUISE,France,contact@caisseriemarielouise.fr
CHATEAU FAMAEY,France,famaey@chateaufamaey.com
AZIENDA VINICOLA COLFERAI S.R.L.,Italy,info@colferai.it
SA CHAMPAGNE TESTULAT,France,vtestulat@champagne-testulat.com
TSO - WINE SOO FRUIT,France,contact@vins-tso.com
SCEV MICHEL GONET ET FILS,France,info@gonet.fr
CAVES BERNARD-MASSARD LUXEMBOURG,Luxembourg,info@bernard-massard.lu
VIGNOBLES SAINT DIDIER PARNAC,France,info@vignobles-saintdidier-parnac.com
COOP LES COTEAUX DU LANDION,France,champagne@gastoncheq.com
DISTRAZUR,France,prenom.nom@domaine.com
AG VINS,France,contactpro@agvins.fr
BODEGAS RAMÓN BILBAO,Spain,info@bodegasramonbilbao.com
AZ. AGR. MIRAVAL DI MIRAVAL GIOVANNI,Italy,miravalg@libero.it
BECKER'S,Germany,info@beckers-trier.de
CAVE COOPER DE BARJAC,France,contact@cavecoopbarjac.com
CHATEAU DE GAUDOU,France,contact@chateaudegaudou.com
IMPERIO DEL GOURMET,Spain,info@imperiodelgourmet.com
MICHIELS FRÈRES ET LENGAIGNE SA,France,maxime@lechais.com
TOURING HIGHLIGHTS,United Kingdom,hello@touringhighlights.com
WEINGUT LEO SAUER,Germany,info@weingut-leo-sauer.de
WEINGUT GLASER-HIMMELSTOSS INH. MONIKA UND WOLFGANG GLASER,Germany,info@weingut-glaser-himmelstoss.de
DAUNE HABARU,Belgium,info@daune-habaru.com
DOMAINE HORGELUS,France,contact@horgelus.com
CANTINA SOCIALE LA GUARDIENSE SRL COOP.AGRICOLA,Italy,info@laguardiense.it
ALLIANCE MINERVOIS,France,contact@allianceminervois.com
CHÂTEAU NOZIERES,France,chateaunozieres@orange.fr
WEINGUT NELLES,Germany,info@weingut-nelles.de
CI.MAS SRLS,Italy,commerciale@basilicore.it
HÔTEL DE TOURNY,France,contact@hoteldetourny.com
NGL NIMSTALER GETRÄNKEGROSSHANDEL,Germany,nglgetraenke@web.de
TWINS,France,twins@twinsbordeaux.com
VINS BRUNIN-GUILLIER (LES),Belgium,info@vinsbrunin.com
CATTIER CHAMPAGNE,France,champagne@cattier.com
VINCI-IMPORT WEIN IMPORT,Switzerland,vinci-import@gmx.ch
WINE AND BEE,France,info@wineandbee.com
WEINGUT JOSEF JAMEK GMBH,Austria,info@weingut-jamek.at
CHATEAU LE GRAND VERDUS,France,chateau@legrandverdus.com
CLUB CHAMPAGNE,Netherlands,info@club-champagne.nl
KERN KEG VINOBLE,Austria,webmaster@vinoble.at
COOP VINICOLE LA VALSERROISE,France,cavedeshautesvignes@orange.fr
ANTON GROISS,Germany,a.groiss@groiss-weine.de
QUASAR DYNAMICS,Spain,info@quasardynamics.com
VIALARD LOUIS SAS,France,louis-vialard@louis-vialard.com
"HANNES HACKL, DIE WEINHANDLUNG",Austria,info@firstclasskennels.net
MAVINA SA,Switzerland,contact@mavina.ch
CONTE BRANDOLINI S.R.L.,Italy,vistorta@vistorta.it
CADALPE SRL,Italy,info@cadalpe.com
MT VINS BORDEAUX,France,damien.boudet@mtvins.com
ENGROFF GETRÄNKEVERTRIEB GMBH,Germany,info@mittelbuchen-online.de
AZ. AGRICOLA TENUTA MUSONE,Italy,info@tenutamusone.it
VERY SICILY PRODOTTI TIPICI SICILIANI,Italy,info@verysicily.com
Kröll Verpackung GmbH,Germany,info@kroell-verpackung.de
GERICOT,France,service@gericot.fr
VISTABELLA FOODS SL - BIOVISTABELLA,Spain,info@lavistabella.com
EMC FOOD GROUP - IHR ITALIEN SPEZIALIST!,Germany,gminopoliemc@aol.com
SEBASTIAAN WIJNIMPORT,Netherlands,info@sebastiaanwijnimport.nl
JUAN RAMON LOZANO SA,Spain,info@bodegas-lozano.com
STEINWÄLDER HAUSBRENNEREI SCHRAML E.K.,Germany,info@brennerei-schraml.de
MOET HENNESSY ÖSTERREICH GMBH,Austria,kundenservice@moethennessy.com
CAVE COOPERATIVE CHAIS DE VAURE,France,chais-de-vaure@wanadoo.fr
AZIENDA VINICOLA RUINELLO S.R.L.,Italy,info@ruinello.it
WEINGUT FRIEDRICH ALTENKIRCH GMBH & CO KG,Germany,lucas.grohs@yahoo.de
R.F. AZWANGER KG,Austria,info@azwanger.at
VEDOVATO MARIO VINICOLA S.R.L.,Italy,info@vinicolavedovato.com
WEINKELLEREI WEINKÖNIG GMBH,Germany,info@weinkoenig.de
WEINERLEBNIS DEUTSCH-MAIER INH: MONIKA DEUTSCH,Austria,weinerlebnis@deutsch-maier-wein.at
AZ. AGR. SI.GI. S.A.S.,Italy,info@agricolasigi.it
TENUTA CAIO' TENUTA ROSSINO CA' BOTTA VINI S.R.L.,Italy,info@cabotta.it
WALTER UND ERIKA LAZARUS,Austria,info@weingut-lazarus.at
SORRENTO GIARDINI SNC,Italy,info@sorrentogiardini.com
CHÂTEAU POURQUEY GAZEAU,France,earl@chateau-pourquey-gazeau.com
DOMÄNENWEINGUT SCHLOSS SCHÖNBORN,Germany,info@schloss-weissenstein.de
TONNELLERIE BILLON,France,direction@tonnellerie-billon.com
LEYMARIE,Belgium,info@leymarie.be
CANTINE SIMONETTI S.R.L.,Italy,direzione@cantinesimonetti.it
DESCAS PERE ET FILS,France,webmaster@descas.com
MANFRED VOGEL UND NICOLE VOGEL UND SANDRA VOGEL,Germany,weingut@knoell-vogel.de
MONTIONI,Italy,info@gabrielemontioni.it
DLG DAYTRIP LEISURELY GROUP,Spain,info@leisurely.es
MAISON ABBOTTS,France,contact@netvs.org
CHATEAU CHASSE SPLEEN,France,info@chasse-spleen.com
BODEGAS SEÑORIO DE VALDESNEROS SL,Spain,info@bodegasvaldesneros.com
ALLIANCE CAOUTCHOUC,France,info@alliance-caoutchouc.com
FEIMEC AG,Switzerland,kugler@feimec.ch
FRATELLI PONTE VINI S.A.S. DI IVAN PONTE,Italy,info@fratellipontevini.it
DISTILLERIE STUDER & CO AG,Switzerland,info@distillery.ch
ALLEGRINI,Italy,info@allegriniwines.com
Sélection Patrick Clerget,France,info@patrick-clerget.com
WEINGUT HANKE FRIEDRICH UND ROSA,Austria,info@weingut-hanke.at
GETRÄNKE TROESCH GMBH,Germany,info@getraenke-troesch.de
HARZER GRUBENLICHT SPIRITUOSENFABRIK MANFRED PICHT,Germany,info@harzer-grubenlicht.de
H. HESSLING,Germany,info@company.com
GETRÄNKE WESSEL,Germany,info@wessel-getraenke.de
CHAMPAGNE F. BONVILLE,France,contact@talkywalky.com
VIGNOBLES POITEVIN,France,contact@chateau-poitevin.com
MORHARDS RÄUCHERLACHS,Germany,info@morhards-raeucherlachs.de
BODEGA COOPERATIVA DE CIGALES,Spain,administracion@bodegacigales.com
IBY ROTWEINGUT GMBH,Austria,weingut@iby.at
LÜEM WEINE & GETRÄNKE AG,Switzerland,info@lueem.ch
CHATEAU GARRAUD-TREYTINS,France,contact@chateaugarraud.fr
RUPPERTSBERGER WINZERVEREIN HOHEBURG EG,Germany,info@ruppertsberger.de
LIMONADE BRANTL GMBH,Austria,office@brantl.at
FRÄNKY GETRÄNKEMARKT AG,Germany,info@fraenky-getraenke.de
TEANUM S.R.L.,Italy,info@teanum.com
CHATEAU PINERAIE,France,mymail@mailservice.com
RICHARD KIHL LTD,United Kingdom,admin@richardkihl.ltd.uk
B.C.A. 1875 S.R.L.,Italy,visit@curatoloarini.com
CAPREO,Germany,service@capreo.com
HANS GSELLMANN,Austria,wein@gsellmann.at
MARQUÉS DE CÁCERES,Spain,export@marquesdecaceres.com
YVON MAU,France,contact@freixenetgratien.fr
HEREDAD DE ADUNA,Spain,571bodegas@heredadaduna.com
CANTINA NALS MARGREID,Italy,info@nalsmargreid.com
WOLFGANG FREUDORFER,Austria,office@felsenheuriger.at
Bodegas Camino Alto,Spain,info@bodegascaminoalto.com
"MANOEL D. POÇAS JÚNIOR - VINHOS, S.A.",Portugal,info@pocas.pt
CLAUDE ET PASCAL RICOTIER,France,contact@ricotier.fr
ZEHETNER GES.MBH,Austria,office@zehetner-kellereitechnik.at
FIRMA FALLER KONZEPT,Germany,info@faller-konzept.de
PAZO DE SEÑORANS SL,Spain,info@aaccentia.com
BASQVIUM,Spain,info@basqvium.com
WEINFREUND,Germany,freund@weinfreund-aachen.de
VELU VINS,Belgium,contact@avinum.be
WEINGUT AUTRIETH,Austria,info@weingut-autrieth.at
ALLESBECHER.DE BY NEOVEND GMBH,Germany,info@allesbecher.de
AMIATA WEIN & SINNE,Switzerland,info@amiata.ch
VINOTHEK ZAWADIL,Austria,vinothek@zawadil.at
SCHWAAB FRUCHTSAFT E.K.,Germany,koblenz@schwaabfruchtsaft.de
DESTILLATEURMEISTER HEINRICH REIPRICH,Germany,info@likoerfactory.de
WEINGUT TONI JOST HAHNENHOF,Germany,weingut@tonijost.de
KALFANY SÜSSE WERBUNG GMBH & CO. KG,Germany,info@ksw24.com
ELVIDIO RIDOLFI,Germany,info@ridolfi.de
CHAMPAGNE GUY CHARBAUT,France,contact@champagne-guy-charbaut.com
RAXI WEINREGALE LTD. & CO. KG,Germany,info@metrie-manufaktur.de
TINTO PESQUERA - GRUPO PESQUERA,Spain,pedidos@familiafernandezrivera.com
BOISSET LA FAMILLE DES GRANDS VINS,France,contact@boisset.fr
APOLLONI & BLOM SRL,Italy,info@apolloniblom.com
UWE WELLER FEINWERKTECHNIK GMBH,Germany,info@hektisch.de
CHAI DES CHARTREUX,France,contact@chaideschartreux.com
OLTREVINO.IT,Italy,info@oltrevino.it
BODEGAS DELGADO S.L.,Spain,fino@bodegasdelgado.com
UNIVERS DRINK,Belgium,administration@nightorient.com
TRANSPORT CHARLIER,Belgium,charlier@transcharlier.be
MAX. RIEGELHOFER GESELLSCHAFT M.B.H.,Austria,susanne@riegelhofer.at
RUND UM'S GLAS HANDELS GMBH,Switzerland,rund-ums-glas@bluewin.ch
FÜRST METTERNICH SEKTKELLEREI GMBH,Germany,info@fuerst-von-metternich.de
CANTINE IANNELLA S.N.C. DI IANNELLA MARIANTONIETTA,Italy,info@cantineiannella.it
MAISON MIRAULT,France,contact-maison-mirault@orange.fr
TENUTA LA NOVELLA S.R.L.,Italy,contact@tenutalanovella.com
VINS ET PASSIONS,France,vp@vins-passions.com
GETRÄNKE LORSE GMBH,Germany,info@getraenke-lorse.de
VINITALIA - WEINHANDEL BAYER,Switzerland,info@inware.ch
CHARLES TAYLOR WINES LIMITED,United Kingdom,office@montrachetwine.com
WEIN- UND SEKTGUT ZIPF,Germany,info@weingut-zipf.de
KORNBRANNTWEIN-BRENNEREI THOMAS KILIAN,Germany,kilian@dauborner-korn.de
ROCCA CELLIERE S.N.C. DI PILLON GIANPAOLO&C.,Italy,info@roccacelliere.it
ROTKÄPPCHEN & MUMM SEKTKELLEREI GMBH,Germany,info@rotkaeppchen-mumm.de
CHATEAU GRUAUD LAROSE,France,visit@gruaud-larose.com
SOCIETA' AGRICOLA - RONCO DELLE BETULLE DI IVANA ADAMI & FIGLIO S.S.,Italy,info@roncodellebetulle.it
STE COOPERATIVE AGRICOLE DE VINIFICATION LES VIGNERONS DE CA,France,contact@opengateway.fr
DANIEL BODE,Austria,info@bode-getraenke.at
INCREDIBLE DESIGNS,Netherlands,info@incredibledesigns.eu
DONELLI VINI S.P.A.,Italy,info@donellivini.it
BOLLE & CIE SA,Switzerland,bolle@bolle.ch
SANTA ESTELA,France,contact@santa-estela.com
A.I. AMON,Austria,office@amon.bio
MON ERMITAGE (EXTRA VIRGIN OLIVE OIL),Spain,info@monermitage.com
STEFFEN KRISCHAK,Germany,info@vinoverde.de
CASA VINICOLA CARLO ZENEGAGLIA E FIGLI S.N.C.,Italy,info@carlozenegaglia.com
KAWESO GETRÄNKE,Germany,steffen.wetzke@t-online.de
VIGNOBLES DIGNAC,France,contact@vignoblesdignac.com
UNION OF WINEMAKING COOPERATIVES OF SAMOS,Greece,info@samoswine.gr
GOTTFRIED MITTELBACH,Austria,office@weingut-mittelbach.at
WMF WÜRTTEMBERGISCHE METALLWARENFABRIK AG,Germany,info@wmf.de
DAJAPAC GMBH & CO. KG,Germany,info@dajapac.de
FORSTER WINZERVEREIN EG,Germany,info@forster-winzer.de
COOPERATIVE ANNE DE JOYEUSE,France,commercial.france@cave-adj.com
CHÂTEAU LA GORCE,France,info@chateaulagorce.com
DOMAINE DE LA DEVINIÈRE,Switzerland,info@la-deviniere.ch
AWK VERSCHLÜSSE GMBH & CO KG,Germany,kontakt@awk-verschluesse.de
PETER BÖLLINGER GETRÄNKEGROSSHANDLUNG GMBH,Germany,peter.boellinger@t-online.de
SALWEY GMBH,Switzerland,info@salwey.ch
MULLERI VINI,Italy,info@mulleri.it
TERNI ANTONIO,Italy,info@fattorialeterrazze.it
SANGOI GREEN SRL,Italy,sangoigreen@sangoi.com
COMPAGNIE FRANCAISE DES GRANDS VINS,France,export@cfgv.com
C. VARONIER & SÖHNE AG,Switzerland,info@badnerkeller.ch
FRANKENWEIN-FACHGROSSHANDEL OSKAR GOESS,Germany,webmaster@frankenwein-goess.de
MAURO VINI SRL,Italy,info@maurovini.com
CAVE DOMAINE DU PARADIS,Switzerland,info@domaine-du-paradis.ch
CHELTI WEINHANDEL WEINTRADIOTION AUS GEORGIEN,Germany,info@chelti.de
THOMAS LUDWIG,Germany,info@ludwig-wein.de
CASAVYC,Italy,contatto@esempio.it
FERRARI F.LLI LUNELLI S.P.A.,Italy,hospitality@ferraritrento.it
